Created Date,Created Time,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Borough
12/3/16,23:59,Noise - Residential,Loud Music/Party,Residential Building/House,10004,66 PEARL STREET,PEARL STREET,BROAD STREET,COENTIES SLIP,,,ADDRESS,NEW YORK,,MANHATTAN
12/4/16,0:38,Noise - Commercial,Banging/Pounding,Store/Commercial,10007,268 GREENWICH STREET,GREENWICH STREET,MURRAY STREET,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/4/16,0:48,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,77 FULTON STREET,FULTON STREET,CLIFF STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
12/4/16,2:23,Noise - Residential,Banging/Pounding,Residential Building/House,10038,130 BEEKMAN STREET,BEEKMAN STREET,WATER STREET,FRONT STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/4/16,3:24,Noise - Residential,Loud Music/Party,Residential Building/House,10013,114 FRANKLIN STREET,FRANKLIN STREET,AVENUE OF THE AMERICAS,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/4/16,11:28,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/4/16,11:57,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,26 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/4/16,12:20,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/4/16,13:54,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,110 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/4/16,17:30,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,111 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/4/16,18:42,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,,,,,FULTON STREET,CLIFF STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/5/16,9:20,Noise - Residential,Banging/Pounding,Residential Building/House,10038,99 JOHN STREET,JOHN STREET,GOLD STREET,CLIFF STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/6/16,10:54,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10278,,,,,LAFAYETTE STREET,DUANE STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/6/16,13:22,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,123 WILLIAM STREET,WILLIAM STREET,JOHN STREET,FULTON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/6/16,13:25,Noise - Vehicle,Engine Idling,Street/Sidewalk,10038,116 JOHN STREET,JOHN STREET,CLIFF STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/6/16,19:28,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/6/16,19:35,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/6/16,19:49,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/6/16,21:06,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10006,,,,,ALBANY STREET,WEST STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/6/16,21:50,Noise - Commercial,Banging/Pounding,Store/Commercial,10006,113 GREENWICH STREET,GREENWICH STREET,CARLISLE STREET,ALBANY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/7/16,19:13,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/7/16,19:30,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/8/16,9:08,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10038,215 PEARL STREET,PEARL STREET,FLETCHER STREET,PLATT STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/8/16,12:17,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,45 WHITE STREET,WHITE STREET,CHURCH STREET,FRANKLIN PLACE,,,ADDRESS,NEW YORK,,MANHATTAN
12/8/16,14:06,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,139 FULTON STREET,FULTON STREET,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/8/16,16:41,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/8/16,18:10,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/8/16,18:13,Noise - Commercial,Car/Truck Music,Store/Commercial,10013,54 NORTH MOORE STREET,NORTH MOORE STREET,HUDSON STREET,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/8/16,18:14,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,117 HUDSON STREET,HUDSON STREET,FRANKLIN STREET,NORTH MOORE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/8/16,18:20,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/8/16,18:30,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/8/16,19:06,Noise - Commercial,Loud Music/Party,Store/Commercial,10038,,,,,NASSAU STREET,JOHN STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/8/16,20:28,Noise - Residential,Loud Music/Party,Residential Building/House,10013,117 HUDSON STREET,HUDSON STREET,FRANKLIN STREET,NORTH MOORE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,15:50,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,14 WALL STREET,WALL STREET,NEW STREET,BROAD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,17:48,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,390 BROADWAY,BROADWAY,WHITE STREET,WALKER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,20:34,Noise - Residential,Loud Music/Party,Residential Building/House,10280,300 ALBANY STREET,ALBANY STREET,SOUTH END AVENUE,DEAD END,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,21:07,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,121 FULTON STREET,FULTON STREET,DUTCH STREET,NASSAU STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,21:21,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10280,,,,,ALBANY STREET,SOUTH END AVENUE,INTERSECTION,NEW YORK,,MANHATTAN
12/9/16,21:28,Noise - Residential,Loud Music/Party,Residential Building/House,10280,,,,,ALBANY STREET,SOUTH END AVENUE,INTERSECTION,NEW YORK,,MANHATTAN
12/9/16,21:30,Noise - Residential,Loud Music/Party,Residential Building/House,10280,,,,,ALBANY STREET,SOUTH END AVENUE,INTERSECTION,NEW YORK,,MANHATTAN
12/9/16,22:18,Noise - Residential,Loud Music/Party,Residential Building/House,10280,350 ALBANY STREET,ALBANY STREET,SOUTH END AVENUE,DEAD END,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,22:27,Noise - Residential,Loud Music/Party,Residential Building/House,10280,320 ALBANY STREET,ALBANY STREET,SOUTH END AVENUE,DEAD END,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,22:27,Noise - Residential,Loud Music/Party,Residential Building/House,10280,350 ALBANY STREET,ALBANY STREET,SOUTH END AVENUE,DEAD END,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,22:29,Noise - Residential,Loud Music/Party,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,22:30,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,105 READE STREET,READE STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,22:31,Noise - Residential,Loud Music/Party,Residential Building/House,10280,332 ALBANY STREET,ALBANY STREET,SOUTH END AVENUE,DEAD END,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,22:41,Noise - Residential,Loud Music/Party,Residential Building/House,10280,350 ALBANY STREET,ALBANY STREET,SOUTH END AVENUE,DEAD END,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,22:47,Noise - Residential,Loud Music/Party,Residential Building/House,10280,334 ALBANY STREET,ALBANY STREET,SOUTH END AVENUE,DEAD END,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,22:55,Noise - Residential,Loud Music/Party,Residential Building/House,10280,300 ALBANY STREET,ALBANY STREET,SOUTH END AVENUE,DEAD END,,,ADDRESS,NEW YORK,,MANHATTAN
12/9/16,23:08,Noise - Residential,Loud Music/Party,Residential Building/House,10280,350 ALBANY STREET,ALBANY STREET,SOUTH END AVENUE,DEAD END,,,ADDRESS,NEW YORK,,MANHATTAN
12/10/16,0:19,Noise - Residential,Loud Music/Party,Residential Building/House,10004,1 WEST STREET,WEST STREET,BATTERY PLACE,MORRIS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/10/16,0:26,Noise - Residential,Loud Music/Party,Residential Building/House,10038,158 BROADWAY,BROADWAY,LIBERTY STREET,CORTLANDT STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/10/16,0:57,Noise - Commercial,Loud Music/Party,Store/Commercial,10005,180 MAIDEN LANE,MAIDEN LANE,FRONT STREET,PEDESTRIAN AND BIKE PATH LINK,,,ADDRESS,NEW YORK,,MANHATTAN
12/10/16,1:29,Noise - Residential,Loud Music/Party,Residential Building/House,10013,354 BROADWAY,BROADWAY,LEONARD STREET,FRANKLIN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/10/16,11:55,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,CITY HALL,CITY HALL,BROADWAY,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/10/16,13:56,Noise - Residential,Loud Music/Party,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/10/16,16:55,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,114 FRANKLIN STREET,FRANKLIN STREET,AVENUE OF THE AMERICAS,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/10/16,20:39,Noise - Residential,Loud Music/Party,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/10/16,22:35,Noise - Residential,Loud Music/Party,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/10/16,22:53,Noise - Residential,Loud Music/Party,Residential Building/House,10013,376 BROADWAY,BROADWAY,FRANKLIN STREET,WHITE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/10/16,23:42,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,2 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/11/16,13:25,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,26 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/11/16,17:06,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10007,,,,,WARREN STREET,GREENWICH STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/12/16,4:53,Noise - Vehicle,Engine Idling,Street/Sidewalk,10038,136 WILLIAM STREET,WILLIAM STREET,JOHN STREET,FULTON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/12/16,6:33,Noise - Vehicle,Engine Idling,Street/Sidewalk,10038,,,,,JOHN STREET,NASSAU STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/12/16,11:22,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,13 LAIGHT STREET,LAIGHT STREET,ST JOHNS LANE,VARICK STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/12/16,17:41,Noise - Vehicle,Engine Idling,Street/Sidewalk,10004,,,,,BATTERY PLACE,GREENWICH STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/12/16,22:56,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,135 WEST BROADWAY,WEST BROADWAY,DUANE STREET,THOMAS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/12/16,23:05,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,,,,,BEEKMAN STREET,NASSAU STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/13/16,5:05,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,11 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/13/16,5:43,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,11 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/13/16,6:42,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10007,11 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/13/16,11:26,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,26 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/14/16,21:36,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,6 PLATT STREET,PLATT STREET,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/14/16,22:04,Noise - Residential,Loud Music/Party,Residential Building/House,10038,6 PLATT STREET,PLATT STREET,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/14/16,22:07,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,6 PLATT STREET,PLATT STREET,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/15/16,3:06,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,6 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/15/16,8:36,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10038,215 PEARL STREET,PEARL STREET,FLETCHER STREET,PLATT STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/15/16,18:05,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,6 PLATT STREET,PLATT STREET,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/15/16,21:36,Noise - Commercial,Loud Music/Party,Store/Commercial,10038,222 BROADWAY,BROADWAY,FULTON STREET,ANN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/15/16,22:08,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,156 CHAMBERS STREET,CHAMBERS STREET,HUDSON STREET,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/15/16,23:07,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,121 FULTON STREET,FULTON STREET,DUTCH STREET,NASSAU STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/16/16,0:23,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,10 HUBERT STREET,HUBERT STREET,COLLISTER STREET,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/16/16,1:21,Noise - Residential,Loud Music/Party,Residential Building/House,10013,85 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/16/16,3:57,Noise - Residential,Loud Music/Party,Residential Building/House,10013,34 DESBROSSES STREET,DESBROSSES STREET,WASHINGTON STREET,JOE DIMAGGIO HIGHWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/16/16,13:30,Noise - Commercial,Banging/Pounding,Store/Commercial,10007,260 GREENWICH STREET,GREENWICH STREET,MURRAY STREET,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/16/16,21:22,Noise - Residential,Banging/Pounding,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/16/16,22:15,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,49 ANN STREET,ANN STREET,NASSAU STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/16/16,22:35,Noise - Residential,Loud Music/Party,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/16/16,22:57,Noise - Residential,Loud Music/Party,Residential Building/House,10006,140 WASHINGTON STREET,WASHINGTON STREET,ALBANY STREET,CEDAR STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/16/16,23:12,Noise - Residential,Loud Music/Party,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/17/16,16:13,Noise - Vehicle,Engine Idling,Street/Sidewalk,10013,,,,,JAY STREET,STAPLE STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/17/16,21:19,Noise - Residential,Loud Music/Party,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/17/16,22:21,Noise - Residential,Loud Music/Party,Residential Building/House,10038,85 JOHN STREET,JOHN STREET,WILLIAM STREET,GOLD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/17/16,23:02,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,53 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/17/16,23:08,Noise - Residential,Loud Music/Party,Residential Building/House,10281,,,,,LIBERTY STREET,SOUTH END AVENUE,INTERSECTION,NEW YORK,,MANHATTAN
12/17/16,23:10,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10281,230 VESEY STREET,VESEY STREET,NORTH END WAY,NORTH END AVENUE,,,ADDRESS,NEW YORK,,MANHATTAN
12/17/16,23:56,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,395 BROADWAY,BROADWAY,WHITE STREET,WALKER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/18/16,0:22,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,52 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/18/16,1:24,Noise - Residential,Loud Music/Party,Residential Building/House,10013,45 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/18/16,1:27,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,15 LEONARD STREET,LEONARD STREET,HUDSON STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/18/16,14:41,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/18/16,15:17,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/18/16,16:44,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,,,,,HUDSON STREET,LAIGHT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/18/16,22:34,Noise - Commercial,Loud Music/Party,Store/Commercial,10007,21 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/18/16,23:07,Noise - Commercial,Loud Music/Party,Store/Commercial,10007,19 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/19/16,17:51,Noise - Commercial,Banging/Pounding,Store/Commercial,10007,23 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/20/16,20:28,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,6 PLATT STREET,PLATT STREET,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/20/16,20:48,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,6 PLATT STREET,PLATT STREET,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/20/16,20:58,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,,,,,GOLD STREET,PLATT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/20/16,21:04,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,,,,,JOHN STREET,GOLD STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/20/16,21:19,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,,,,,GOLD STREET,PLATT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/20/16,21:51,Noise - Residential,Banging/Pounding,Residential Building/House,10038,115 NASSAU STREET,NASSAU STREET,ANN STREET,BEEKMAN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/20/16,23:04,Noise - Residential,Banging/Pounding,Residential Building/House,10280,395 SOUTH END AVENUE,SOUTH END AVENUE,ALBANY STREET,LIBERTY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/21/16,0:45,Noise - Residential,Loud Music/Party,Residential Building/House,10038,85 JOHN STREET,JOHN STREET,WILLIAM STREET,GOLD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/21/16,8:26,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,32 CLIFF STREET,CLIFF STREET,JOHN STREET,FULTON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/21/16,9:30,Noise - Vehicle,Engine Idling,Street/Sidewalk,10005,77 WATER STREET,WATER STREET,OLD SLIP,GOUVERNEUR LANE,,,ADDRESS,NEW YORK,,MANHATTAN
12/21/16,13:18,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,139 FULTON STREET,FULTON STREET,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/21/16,16:51,Noise - Commercial,Loud Music/Party,Store/Commercial,10038,100 GOLD STREET,GOLD STREET,SPRUCE STREET,ROSE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/21/16,20:24,Noise - Commercial,Loud Music/Party,Store/Commercial,10038,,,,,PEARL STREET,PLATT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/21/16,20:42,Noise - Residential,Loud Music/Party,Residential Building/House,10038,6 PLATT STREET,PLATT STREET,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/21/16,20:53,Noise - Commercial,Loud Music/Party,Store/Commercial,10038,6 PLATT STREET,PLATT STREET,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/21/16,20:55,Noise - Commercial,Banging/Pounding,Store/Commercial,10007,10 MURRAY STREET,MURRAY STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/21/16,20:56,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,6 PLATT STREET,PLATT STREET,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/21/16,20:58,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,,,,,GOLD STREET,PLATT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/21/16,21:05,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,6 PLATT STREET,PLATT STREET,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/21/16,21:14,Noise - Commercial,Loud Music/Party,Store/Commercial,10038,,,,,GOLD STREET,PLATT STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/21/16,21:21,Noise - Commercial,Car/Truck Music,Store/Commercial,10038,6 PLATT STREET,PLATT STREET,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/22/16,0:55,Noise - Vehicle,Engine Idling,Street/Sidewalk,10038,,,,,NASSAU STREET,JOHN STREET,INTERSECTION,NEW YORK,,MANHATTAN
12/22/16,1:41,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,59 FRANKLIN STREET,FRANKLIN STREET,BENSON PLACE,CORTLANDT ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
12/22/16,18:04,Noise - Residential,Banging/Pounding,Residential Building/House,10007,23 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/22/16,22:01,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,2 DESBROSSES STREET,DESBROSSES STREET,HUDSON STREET,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/22/16,23:16,Noise - Residential,Loud Talking,Residential Building/House,10038,100 MAIDEN LANE,MAIDEN LANE,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/22/16,23:23,Noise - Residential,Loud Talking,Residential Building/House,10038,100 MAIDEN LANE,MAIDEN LANE,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/22/16,23:34,Noise - Residential,Loud Music/Party,Residential Building/House,10007,27 PARK PLACE,PARK PLACE,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
12/23/16,0:45,Noise - Residential,Loud Talking,Residential Building/House,10013,40 HARRISON STREET,HARRISON STREET,GREENWICH STREET,JOE DIMAGGIO HIGHWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/23/16,3:59,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10006,49 BROADWAY,BROADWAY,MORRIS STREET,EXCHANGE ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
12/23/16,4:21,Noise - Residential,Loud Music/Party,Residential Building/House,10013,88 LAIGHT STREET,LAIGHT STREET,WASHINGTON STREET,JOE DIMAGGIO HIGHWAY,,,ADDRESS,NEW YORK,,MANHATTAN
12/23/16,5:26,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10004,38 NEW STREET,NEW STREET,EXCHANGE PLACE,BEAVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
